Id,LotShape_code,LandSlope_code,ExterQual_code,ExterCond_code,BsmtQual_code,BsmtCond_code,BsmtExposure_code,BsmtFinType1_code,BsmtFinType2_code,HeatingQC_code,KitchenQual_code,Functional_code,FireplaceQu_code,GarageFinish_code,GarageQual_code,GarageCond_code,PavedDrive_code,PoolQC_code,Fence_code,SalePrice
423,4,2,3,3,3.0,3.0,1.0,0.0,0.0,5,3,8,0.0,2.0,3.0,3.0,0,0.0,0.0,113000
424,4,3,4,3,4.0,3.0,1.0,5.0,0.0,4,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,315000
425,4,3,3,3,4.0,3.0,1.0,1.0,0.0,4,3,8,4.0,2.0,3.0,3.0,2,0.0,0.0,139000
426,4,3,3,4,3.0,3.0,1.0,0.0,0.0,4,3,8,4.0,1.0,3.0,3.0,1,0.0,0.0,135000
427,4,2,4,3,4.0,3.0,4.0,5.0,0.0,4,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,275000
428,3,3,3,3,3.0,3.0,1.0,2.0,0.0,5,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,109008
429,4,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,195400
430,3,3,3,3,4.0,3.0,2.0,5.0,0.0,3,4,8,3.0,1.0,3.0,3.0,2,0.0,0.0,175000
431,4,3,3,3,3.0,3.0,1.0,4.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,85400
432,3,3,3,3,3.0,3.0,1.0,0.0,0.0,4,3,8,0.0,0.0,0.0,0.0,0,0.0,2.0,79900
433,4,3,3,3,3.0,3.0,1.0,4.0,0.0,5,3,7,0.0,1.0,3.0,3.0,2,0.0,0.0,122500
434,3,3,3,3,4.0,3.0,1.0,0.0,0.0,5,3,8,3.0,3.0,3.0,3.0,2,0.0,0.0,181000
435,4,3,3,4,4.0,3.0,3.0,4.0,0.0,4,3,8,0.0,0.0,0.0,0.0,2,0.0,0.0,81000
436,2,3,4,3,4.0,3.0,3.0,5.0,4.0,5,4,8,3.0,2.0,3.0,3.0,2,0.0,0.0,212000
437,4,3,3,3,2.0,3.0,1.0,0.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,116000
438,4,3,4,3,3.0,3.0,1.0,0.0,0.0,4,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,119000
439,4,3,3,3,3.0,3.0,1.0,1.0,0.0,3,4,8,4.0,1.0,4.0,3.0,1,0.0,2.0,90350
440,4,3,3,3,3.0,2.0,2.0,0.0,0.0,4,4,8,0.0,1.0,3.0,3.0,2,0.0,4.0,110000
441,4,3,5,3,5.0,3.0,4.0,5.0,4.0,5,5,8,4.0,3.0,3.0,3.0,2,0.0,0.0,555000
442,4,3,3,3,3.0,3.0,1.0,4.0,0.0,3,2,8,0.0,0.0,0.0,0.0,2,0.0,0.0,118000
443,4,3,3,3,3.0,3.0,1.0,0.0,0.0,3,3,8,4.0,1.0,3.0,3.0,1,0.0,0.0,162900
444,4,3,4,3,5.0,3.0,3.0,0.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,172500
445,4,3,4,4,4.0,3.0,1.0,5.0,0.0,5,4,8,3.0,1.0,3.0,3.0,2,0.0,0.0,210000
446,4,3,3,3,3.0,3.0,1.0,0.0,0.0,2,3,8,4.0,1.0,3.0,3.0,2,0.0,2.0,127500
447,3,3,4,3,3.0,3.0,1.0,4.0,2.0,5,4,5,4.0,3.0,3.0,3.0,2,0.0,0.0,190000
448,3,3,4,3,4.0,3.0,1.0,0.0,0.0,4,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,199900
449,4,3,3,3,3.0,3.0,1.0,0.0,0.0,3,3,8,4.0,1.0,3.0,3.0,0,0.0,0.0,119500
450,4,3,3,4,3.0,3.0,1.0,4.0,0.0,5,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,120000
451,4,3,3,3,3.0,3.0,1.0,0.0,0.0,5,4,8,0.0,1.0,2.0,2.0,0,0.0,0.0,110000
452,3,2,3,3,4.0,3.0,4.0,4.0,0.0,3,4,8,3.0,1.0,3.0,3.0,2,0.0,0.0,280000
453,3,3,4,3,5.0,3.0,1.0,4.0,0.0,5,3,8,0.0,3.0,3.0,3.0,2,0.0,0.0,204000
454,4,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,210000
455,4,3,3,3,3.0,3.0,1.0,4.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,188000
456,4,3,3,3,3.0,3.0,1.0,4.0,0.0,2,3,8,3.0,1.0,3.0,3.0,2,0.0,0.0,175500
457,4,3,3,3,3.0,3.0,1.0,0.0,0.0,2,3,8,0.0,1.0,2.0,2.0,2,0.0,0.0,98000
458,3,2,3,3,4.0,3.0,4.0,3.0,0.0,5,4,7,4.0,3.0,3.0,3.0,2,0.0,0.0,256000
459,4,3,3,4,3.0,3.0,1.0,0.0,0.0,2,4,8,4.0,1.0,3.0,3.0,2,0.0,2.0,161000
460,3,3,3,3,3.0,3.0,1.0,1.0,0.0,3,4,8,3.0,1.0,3.0,3.0,2,0.0,0.0,110000
461,3,3,4,3,4.0,3.0,1.0,5.0,0.0,5,3,8,0.0,3.0,3.0,3.0,2,0.0,0.0,263435
462,4,3,4,4,4.0,4.0,1.0,4.0,3.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,2.0,155000
463,3,3,3,3,3.0,3.0,1.0,2.0,3.0,4,3,8,1.0,1.0,3.0,3.0,2,0.0,3.0,62383
464,3,2,3,3,3.0,3.0,1.0,1.0,0.0,2,3,8,4.0,1.0,3.0,3.0,2,0.0,0.0,188700
465,4,2,3,3,4.0,3.0,1.0,2.0,0.0,3,3,8,0.0,0.0,0.0,0.0,2,0.0,0.0,124000
466,4,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,178740
467,4,3,3,4,3.0,4.0,4.0,5.0,0.0,3,3,8,1.0,1.0,3.0,3.0,2,0.0,3.0,167000
468,4,3,3,3,3.0,3.0,1.0,1.0,0.0,5,4,8,4.0,1.0,3.0,3.0,2,0.0,0.0,146500
469,3,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,250000
470,3,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,187000
471,3,3,4,3,4.0,3.0,3.0,5.0,3.0,3,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,212000
472,4,3,3,3,4.0,3.0,1.0,0.0,0.0,3,3,8,4.0,2.0,3.0,3.0,2,0.0,0.0,190000
473,4,3,3,3,4.0,3.0,4.0,5.0,0.0,5,3,8,0.0,2.0,3.0,3.0,2,0.0,0.0,148000
474,3,3,4,3,5.0,3.0,4.0,5.0,0.0,5,4,8,5.0,2.0,3.0,3.0,2,0.0,0.0,440000
475,4,3,4,3,4.0,3.0,3.0,5.0,0.0,5,5,8,0.0,2.0,3.0,3.0,2,0.0,0.0,251000
476,4,3,3,3,3.0,3.0,1.0,5.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,132500
477,4,2,3,3,4.0,3.0,4.0,5.0,0.0,5,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,208900
478,4,3,5,3,4.0,3.0,3.0,0.0,0.0,5,5,8,4.0,3.0,3.0,3.0,2,0.0,0.0,380000
479,4,3,4,3,5.0,3.0,4.0,5.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,297000
480,4,3,3,3,2.0,3.0,1.0,2.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,2.0,89471
481,3,3,4,3,5.0,3.0,4.0,5.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,326000
482,3,3,4,3,5.0,3.0,4.0,5.0,0.0,5,5,8,4.0,3.0,3.0,3.0,2,0.0,0.0,374000
483,4,3,4,3,3.0,3.0,1.0,4.0,0.0,5,5,6,4.0,1.0,2.0,2.0,2,0.0,0.0,155000
484,4,3,3,3,5.0,3.0,1.0,5.0,0.0,5,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,164000
485,3,3,3,4,3.0,3.0,1.0,4.0,0.0,4,4,8,0.0,1.0,3.0,3.0,2,0.0,0.0,132500
486,4,3,4,3,3.0,3.0,1.0,4.0,0.0,4,4,8,4.0,1.0,3.0,3.0,2,0.0,0.0,147000
487,4,3,3,3,3.0,3.0,1.0,4.0,0.0,3,3,8,0.0,2.0,3.0,3.0,2,0.0,0.0,156000
488,3,3,3,3,4.0,3.0,3.0,4.0,0.0,4,3,8,3.0,1.0,3.0,3.0,2,0.0,0.0,175000
489,4,3,3,2,3.0,2.0,1.0,3.0,0.0,3,3,5,4.0,1.0,3.0,2.0,0,0.0,0.0,160000
490,4,3,3,4,4.0,3.0,3.0,5.0,0.0,3,4,8,0.0,1.0,3.0,3.0,2,0.0,0.0,86000
491,4,3,3,3,4.0,3.0,2.0,0.0,0.0,3,3,8,4.0,3.0,3.0,3.0,2,0.0,0.0,115000
492,4,3,3,3,3.0,3.0,1.0,3.0,2.0,3,2,8,3.0,1.0,3.0,3.0,2,0.0,2.0,133000
493,3,3,4,3,4.0,3.0,1.0,0.0,0.0,4,3,8,0.0,2.0,3.0,3.0,2,0.0,0.0,172785
494,4,3,3,3,3.0,3.0,1.0,3.0,1.0,3,3,8,2.0,1.0,3.0,3.0,2,0.0,0.0,155000
495,4,3,3,3,2.0,3.0,1.0,0.0,0.0,4,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,91300
496,4,3,3,3,3.0,3.0,1.0,2.0,0.0,3,3,8,0.0,0.0,0.0,0.0,0,0.0,3.0,34900
497,3,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,430000
498,4,3,3,4,3.0,3.0,1.0,2.0,0.0,5,3,8,0.0,1.0,3.0,3.0,0,0.0,4.0,184000
499,4,3,3,3,3.0,3.0,1.0,4.0,0.0,5,4,8,0.0,3.0,3.0,3.0,2,0.0,2.0,130000
500,3,3,3,3,3.0,3.0,1.0,3.0,1.0,2,3,8,0.0,3.0,3.0,3.0,2,0.0,1.0,120000
501,4,3,3,3,3.0,3.0,1.0,3.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,113000
502,4,3,4,3,4.0,3.0,1.0,5.0,0.0,4,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,226700
503,4,3,3,3,3.0,3.0,1.0,4.0,5.0,5,3,8,0.0,1.0,2.0,2.0,2,0.0,4.0,140000
504,3,3,3,3,3.0,3.0,1.0,4.0,0.0,3,3,8,3.0,3.0,3.0,3.0,2,0.0,3.0,289000
505,4,3,3,3,3.0,3.0,1.0,4.0,2.0,3,3,8,2.0,1.0,3.0,3.0,2,0.0,0.0,147000
506,4,3,3,3,3.0,3.0,1.0,0.0,0.0,4,3,8,0.0,1.0,3.0,3.0,0,0.0,0.0,124500
507,3,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,3.0,2.0,3.0,3.0,2,0.0,0.0,215000
508,3,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,0.0,3.0,3.0,3.0,2,0.0,0.0,208300
509,4,3,3,5,3.0,3.0,1.0,2.0,0.0,5,4,8,4.0,1.0,3.0,3.0,0,0.0,0.0,161000
510,4,3,3,3,3.0,3.0,1.0,4.0,0.0,5,3,8,0.0,2.0,3.0,3.0,2,0.0,2.0,124500
511,4,3,4,3,3.0,3.0,1.0,3.0,2.0,5,3,7,3.0,1.0,3.0,3.0,2,0.0,0.0,164900
512,3,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,202665
513,4,3,3,3,3.0,3.0,1.0,3.0,1.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,129900
514,4,3,3,4,3.0,3.0,1.0,4.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,134000
515,4,3,3,3,3.0,3.0,1.0,0.0,0.0,2,3,8,0.0,1.0,1.0,1.0,2,0.0,2.0,96500
516,4,3,5,3,5.0,3.0,1.0,5.0,0.0,5,5,8,4.0,3.0,3.0,3.0,2,0.0,0.0,402861
517,3,3,3,3,3.0,3.0,1.0,0.0,0.0,3,3,8,3.0,2.0,3.0,3.0,2,0.0,4.0,158000
518,3,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,3.0,2.0,3.0,3.0,2,0.0,0.0,265000
519,3,3,3,3,4.0,3.0,2.0,5.0,0.0,5,3,8,0.0,2.0,3.0,3.0,2,0.0,2.0,211000
520,4,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,4.0,1.0,3.0,3.0,2,0.0,2.0,234000
521,4,3,3,3,0.0,0.0,0.0,0.0,0.0,3,3,8,0.0,0.0,0.0,0.0,0,0.0,0.0,106250
522,3,3,3,3,3.0,3.0,1.0,2.0,0.0,5,3,8,4.0,1.0,3.0,3.0,2,0.0,0.0,150000
523,4,3,3,4,3.0,3.0,1.0,4.0,0.0,5,3,8,4.0,1.0,3.0,3.0,2,0.0,0.0,159000
524,3,3,5,3,5.0,3.0,4.0,5.0,0.0,5,5,8,4.0,3.0,3.0,3.0,2,0.0,0.0,184750
525,3,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,315750
526,4,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,3.0,1.0,3.0,3.0,2,0.0,0.0,176000
527,4,3,3,3,4.0,3.0,1.0,2.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,132000
528,3,3,5,3,5.0,3.0,3.0,5.0,0.0,5,5,8,4.0,3.0,3.0,3.0,2,0.0,0.0,446261
529,3,3,3,3,3.0,3.0,2.0,4.0,0.0,5,3,8,0.0,0.0,0.0,0.0,0,0.0,0.0,86000
530,3,3,4,3,3.0,3.0,1.0,2.0,0.0,3,3,4,3.0,2.0,3.0,3.0,2,0.0,0.0,200624
531,4,3,4,3,4.0,3.0,3.0,5.0,0.0,5,4,8,2.0,2.0,3.0,3.0,2,0.0,0.0,175000
532,3,3,3,3,2.0,2.0,2.0,0.0,0.0,5,3,8,0.0,3.0,3.0,2.0,2,0.0,0.0,128000
533,4,3,3,3,0.0,0.0,0.0,0.0,0.0,5,3,5,1.0,1.0,3.0,3.0,2,0.0,0.0,107500
534,4,2,2,2,0.0,0.0,0.0,0.0,0.0,2,2,8,0.0,0.0,0.0,0.0,0,0.0,0.0,39300
535,3,3,4,3,5.0,4.0,3.0,0.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,178000
536,4,3,3,3,4.0,3.0,4.0,5.0,0.0,3,3,8,0.0,0.0,0.0,0.0,0,0.0,0.0,107500
537,3,3,3,3,4.0,3.0,3.0,0.0,0.0,5,4,8,0.0,3.0,3.0,3.0,2,0.0,0.0,188000
538,3,3,3,3,3.0,3.0,1.0,3.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,1.0,111250
539,3,3,3,3,3.0,3.0,1.0,3.0,0.0,3,3,8,2.0,1.0,3.0,3.0,2,0.0,0.0,158000
540,4,3,4,3,4.0,3.0,3.0,5.0,0.0,5,4,8,3.0,2.0,3.0,3.0,2,0.0,2.0,272000
541,4,3,5,3,5.0,3.0,3.0,5.0,0.0,5,5,8,4.0,3.0,3.0,3.0,2,0.0,0.0,315000
542,4,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,248000
543,4,3,4,3,5.0,3.0,1.0,1.0,5.0,5,4,4,3.0,3.0,3.0,3.0,2,0.0,0.0,213250
544,4,3,3,3,4.0,3.0,3.0,5.0,1.0,5,3,8,0.0,3.0,3.0,3.0,2,0.0,0.0,133000
545,3,3,4,3,4.0,4.0,3.0,5.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,179665
546,3,3,4,4,4.0,4.0,1.0,5.0,1.0,4,4,8,0.0,1.0,3.0,3.0,2,0.0,0.0,229000
547,3,3,3,3,4.0,3.0,1.0,2.0,0.0,5,3,8,4.0,1.0,3.0,3.0,2,0.0,0.0,210000
548,4,3,3,4,4.0,3.0,3.0,4.0,0.0,5,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,129500
549,3,3,3,4,3.0,3.0,1.0,1.0,2.0,3,3,8,0.0,2.0,3.0,3.0,2,0.0,2.0,125000
550,4,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,263000
551,4,3,3,3,4.0,3.0,1.0,4.0,0.0,3,3,8,0.0,2.0,3.0,3.0,2,0.0,0.0,140000
552,4,3,3,3,3.0,3.0,1.0,2.0,0.0,4,3,8,0.0,3.0,3.0,3.0,2,0.0,0.0,112500
553,3,3,4,3,5.0,3.0,3.0,0.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,255500
554,4,3,3,3,0.0,0.0,0.0,0.0,0.0,5,4,8,0.0,3.0,3.0,3.0,0,0.0,2.0,108000
555,4,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,284000
556,4,3,3,3,3.0,2.0,1.0,0.0,0.0,3,3,8,4.0,1.0,3.0,3.0,2,0.0,0.0,113000
557,3,3,3,3,3.0,3.0,1.0,2.0,0.0,3,3,8,3.0,3.0,3.0,3.0,2,0.0,1.0,141000
558,4,2,3,3,3.0,3.0,1.0,2.0,0.0,4,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,108000
559,2,3,3,3,4.0,3.0,4.0,5.0,0.0,5,3,8,3.0,1.0,3.0,3.0,2,0.0,0.0,175000
560,4,3,4,3,4.0,3.0,4.0,0.0,0.0,5,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,234000
561,3,3,3,3,4.0,3.0,1.0,4.0,0.0,3,3,5,4.0,1.0,3.0,3.0,2,0.0,0.0,121500
562,4,2,3,3,4.0,3.0,3.0,4.0,1.0,4,3,8,3.0,2.0,3.0,3.0,2,0.0,0.0,170000
563,4,3,3,3,3.0,3.0,1.0,3.0,0.0,5,3,8,4.0,0.0,0.0,0.0,2,0.0,0.0,108000
564,4,3,3,3,4.0,3.0,2.0,0.0,0.0,5,3,8,4.0,3.0,3.0,3.0,0,0.0,0.0,185000
565,3,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,3.0,2.0,3.0,3.0,2,0.0,0.0,268000
566,4,3,3,3,4.0,3.0,1.0,0.0,0.0,3,2,8,0.0,1.0,3.0,3.0,2,0.0,0.0,128000
567,3,3,4,3,4.0,4.0,1.0,0.0,0.0,5,5,8,4.0,3.0,3.0,3.0,2,0.0,0.0,325000
568,3,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,214000
569,3,2,4,3,4.0,3.0,4.0,5.0,0.0,5,4,6,4.0,3.0,4.0,3.0,2,0.0,0.0,316600
570,3,3,3,3,4.0,3.0,4.0,5.0,0.0,3,3,8,3.0,1.0,3.0,3.0,2,0.0,0.0,135960
571,3,3,3,3,3.0,3.0,1.0,1.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,142600
572,4,3,3,3,3.0,3.0,1.0,3.0,0.0,5,4,8,0.0,1.0,3.0,3.0,2,0.0,0.0,120000
573,3,3,3,3,5.0,3.0,3.0,0.0,0.0,4,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,224500
574,3,3,3,3,4.0,3.0,1.0,0.0,0.0,5,3,8,3.0,2.0,3.0,3.0,2,0.0,0.0,170000
575,4,3,3,3,3.0,3.0,3.0,4.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,3.0,139000
576,4,3,3,3,3.0,3.0,1.0,2.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,118500
577,4,3,3,3,3.0,3.0,1.0,0.0,0.0,4,3,8,4.0,1.0,3.0,3.0,2,0.0,0.0,145000
578,3,3,3,3,3.0,3.0,3.0,1.0,4.0,5,3,8,2.0,2.0,3.0,3.0,2,0.0,0.0,164500
579,4,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,0.0,1.0,3.0,3.0,2,0.0,0.0,146000
580,4,3,3,3,3.0,3.0,1.0,0.0,0.0,5,3,8,0.0,1.0,2.0,3.0,2,0.0,0.0,131500
581,3,3,3,3,3.0,3.0,1.0,3.0,2.0,5,4,8,4.0,1.0,3.0,3.0,2,0.0,0.0,181900
582,4,3,5,3,5.0,3.0,1.0,0.0,0.0,5,5,8,4.0,2.0,3.0,3.0,2,0.0,0.0,253293
583,4,3,3,4,4.0,3.0,3.0,5.0,0.0,3,3,8,0.0,0.0,0.0,0.0,2,0.0,0.0,118500
584,4,3,5,5,3.0,3.0,1.0,0.0,0.0,4,4,8,4.0,1.0,4.0,3.0,2,0.0,0.0,325000
585,4,3,3,3,3.0,3.0,1.0,0.0,0.0,5,4,8,0.0,1.0,3.0,3.0,2,0.0,0.0,133000
586,4,3,4,3,5.0,3.0,4.0,5.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,369900
587,4,3,3,4,3.0,4.0,2.0,2.0,4.0,5,2,8,0.0,3.0,3.0,3.0,0,0.0,1.0,130000
588,3,3,3,3,3.0,3.0,3.0,4.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,137000
589,3,1,3,3,3.0,3.0,4.0,5.0,0.0,5,5,8,4.0,1.0,3.0,3.0,2,0.0,0.0,143000
590,4,3,3,3,3.0,3.0,1.0,0.0,0.0,3,3,8,0.0,1.0,3.0,3.0,1,0.0,0.0,79500
591,4,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,185900
592,3,3,5,3,5.0,3.0,4.0,5.0,0.0,5,5,8,4.0,2.0,3.0,3.0,2,0.0,0.0,451950
593,4,3,3,4,3.0,4.0,1.0,5.0,0.0,5,3,8,0.0,3.0,3.0,3.0,2,0.0,0.0,138000
594,4,3,4,3,4.0,3.0,3.0,5.0,0.0,5,4,8,0.0,3.0,3.0,3.0,2,0.0,0.0,140000
595,3,3,3,3,4.0,3.0,1.0,0.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,2.0,110000
596,3,3,4,3,4.0,3.0,4.0,5.0,0.0,5,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,319000
597,4,3,3,3,3.0,3.0,1.0,0.0,0.0,5,3,8,0.0,1.0,3.0,2.0,0,0.0,0.0,114504
598,4,3,4,3,5.0,3.0,3.0,0.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,194201
599,4,3,3,3,4.0,3.0,2.0,4.0,1.0,5,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,217500
600,4,3,3,4,4.0,3.0,1.0,1.0,5.0,3,3,8,3.0,3.0,3.0,3.0,2,0.0,4.0,151000
601,4,3,4,3,4.0,3.0,3.0,5.0,0.0,5,5,8,4.0,3.0,3.0,3.0,2,0.0,0.0,275000
602,4,3,3,4,3.0,3.0,1.0,0.0,0.0,3,4,8,4.0,1.0,3.0,3.0,1,0.0,0.0,141000
603,3,3,4,3,4.0,3.0,2.0,5.0,0.0,5,4,8,3.0,3.0,3.0,3.0,2,0.0,0.0,220000
604,4,3,4,3,4.0,3.0,1.0,0.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,0.0,151000
605,3,3,4,3,4.0,3.0,2.0,5.0,0.0,5,4,8,3.0,2.0,3.0,3.0,2,0.0,0.0,221000
606,4,3,3,3,3.0,3.0,1.0,3.0,0.0,3,3,8,2.0,1.0,3.0,3.0,2,0.0,0.0,205000
607,2,2,3,4,4.0,3.0,1.0,5.0,0.0,4,4,8,0.0,1.0,3.0,3.0,2,0.0,4.0,152000
608,4,2,3,4,3.0,4.0,1.0,5.0,0.0,5,5,8,0.0,1.0,3.0,3.0,2,0.0,0.0,225000
609,4,2,3,3,4.0,3.0,2.0,3.0,0.0,3,3,8,4.0,1.0,3.0,3.0,2,0.0,0.0,359100
610,4,3,3,2,3.0,3.0,2.0,2.0,0.0,4,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,118500
611,4,3,4,3,5.0,3.0,2.0,5.0,0.0,5,5,8,5.0,3.0,3.0,3.0,2,0.0,0.0,313000
612,3,3,3,3,4.0,3.0,3.0,4.0,0.0,3,3,8,3.0,1.0,3.0,3.0,2,0.0,2.0,148000
613,4,3,4,3,4.0,3.0,3.0,5.0,0.0,5,5,8,3.0,2.0,3.0,3.0,2,0.0,0.0,261500
614,4,3,3,3,4.0,3.0,1.0,4.0,0.0,5,3,8,0.0,0.0,0.0,0.0,2,0.0,0.0,147000
615,4,3,3,3,4.0,3.0,3.0,1.0,5.0,5,3,8,0.0,0.0,0.0,0.0,2,0.0,0.0,75500
616,4,3,3,4,3.0,3.0,4.0,5.0,0.0,5,4,8,0.0,2.0,3.0,3.0,2,0.0,2.0,137500
617,3,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,183200
618,4,2,3,3,3.0,3.0,1.0,0.0,0.0,4,4,8,0.0,1.0,3.0,3.0,2,0.0,0.0,105500
619,4,3,5,3,5.0,3.0,3.0,5.0,0.0,5,4,8,4.0,1.0,3.0,3.0,2,0.0,0.0,314813
620,4,3,4,3,4.0,3.0,4.0,5.0,0.0,5,4,8,4.0,3.0,3.0,3.0,2,0.0,0.0,305000
621,4,3,3,3,3.0,3.0,1.0,3.0,0.0,3,3,8,0.0,0.0,0.0,0.0,0,0.0,0.0,67000
622,4,3,3,3,3.0,3.0,1.0,4.0,2.0,3,3,8,3.0,2.0,3.0,3.0,2,0.0,0.0,240000
623,4,3,3,3,3.0,3.0,1.0,3.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,135000
624,4,3,4,3,4.0,3.0,1.0,5.0,0.0,5,4,8,3.0,1.0,3.0,3.0,2,0.0,0.0,168500
625,4,3,3,3,3.0,3.0,1.0,2.0,0.0,4,3,6,3.0,2.0,3.0,3.0,2,0.0,0.0,165150
626,3,3,3,3,3.0,3.0,1.0,0.0,0.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,160000
627,3,3,3,3,3.0,3.0,1.0,0.0,0.0,3,3,7,3.0,2.0,3.0,3.0,2,0.0,3.0,139900
628,4,3,3,3,3.0,3.0,3.0,3.0,1.0,5,3,8,4.0,2.0,3.0,3.0,2,0.0,0.0,153000
629,3,1,3,3,4.0,3.0,3.0,2.0,0.0,3,2,8,3.0,1.0,3.0,3.0,2,0.0,0.0,135000
630,4,3,3,3,3.0,3.0,4.0,5.0,2.0,3,3,8,0.0,2.0,3.0,3.0,2,0.0,4.0,168500
631,4,3,3,3,2.0,2.0,1.0,0.0,0.0,3,5,8,0.0,1.0,2.0,1.0,0,0.0,2.0,124000
632,4,3,4,3,4.0,4.0,2.0,5.0,0.0,5,4,8,4.0,2.0,3.0,3.0,2,0.0,0.0,209500
633,4,3,3,4,3.0,3.0,1.0,4.0,0.0,3,3,8,3.0,3.0,3.0,3.0,2,0.0,0.0,82500
634,4,3,3,3,3.0,3.0,1.0,3.0,1.0,3,3,8,0.0,1.0,3.0,3.0,2,0.0,0.0,139400
